baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000001617	34.7956881674997	-4.8678486575448	0.873313085977371	-5.57400173626957	2.48953250732196e-08	9.67768627189978e-07
ENSG00000003400	3287.19091240044	-3.76766455852226	0.530516166543295	-7.10188453458709	1.23067034937997e-12	1.038609256513e-10
ENSG00000005379	4595.49383094514	-4.49167347138158	0.722665484783926	-6.21542548517392	5.1185759544804e-10	2.78833997145742e-08
ENSG00000005421	9.9956347306642	-21.794914192507	3.07299839135902	-7.09239362239571	1.31811956479484e-12	1.10100161391684e-10
ENSG00000006118	84.8031014196652	-4.07333640929606	0.845288451529088	-4.81887147745551	1.44372513732486e-06	3.5629386419314e-05
ENSG00000006283	14.691386788806	-4.4095444818689	1.27326703880336	-3.46317335443874	0.000533844334860378	0.00540749783968025
ENSG00000006451	2199.84917152932	-1.37400754905985	0.410937049749674	-3.34359617828773	0.000827000219056184	0.00773259447071592
ENSG00000006453	684.346680152738	-5.92705420555248	1.11434103411055	-5.31888714865766	1.04403864709322e-07	3.40106029677088e-06
ENSG00000007372	44.4747635261121	-4.23438411117944	1.23687734547718	-3.42344705937341	0.000618322945667711	0.00610378432668829
ENSG00000008256	612.85464576988	-2.97835498514302	0.583465379877873	-5.10459589867428	3.31502132973039e-07	9.5905981205415e-06
ENSG00000008283	616.514715729756	-3.45683067548831	0.965430315350947	-3.58061127822748	0.00034279131397761	0.00379048535103008
ENSG00000008311	688.90139973318	-3.70750248165001	0.930448047130184	-3.98464212277644	6.75818996509817e-05	0.000945682114703771
ENSG00000010704	168.946357976662	-2.11293981103749	0.584662173938367	-3.61394991026087	0.000301567346778443	0.00340869461785377
ENSG00000013619	37.1999986358287	-2.98284990997474	0.748885440699145	-3.98305234401407	6.80357630389637e-05	0.000950400092949091
ENSG00000015475	2165.09581360274	-1.7400518268314	0.440065924936703	-3.95407080673579	7.68326555207952e-05	0.00105565740086833
ENSG00000016602	17.1029022326034	-8.63086616005113	2.16330165097377	-3.98967298719812	6.61644506539933e-05	0.000929841736196931
ENSG00000020577	1242.51558158701	-4.95179385106159	0.672314642390466	-7.36529228852596	1.76759148038105e-13	1.65462816278428e-11
ENSG00000025293	12913.8475701242	-1.40295130658068	0.258177698397784	-5.4340530390007	5.50881946102862e-08	1.95060111698335e-06
ENSG00000025423	76.0427169902937	-1.75161357230875	0.507482100166368	-3.45157705411584	0.000557320596233741	0.00560348016756492
ENSG00000026103	1882.09160606635	-2.5348612308539	0.64392574506905	-3.93657382122854	8.26532025229092e-05	0.00112563157415815
ENSG00000027697	5893.1194193587	-1.22205558689655	0.345814986575793	-3.53384218248363	0.000409565551406392	0.00438213254677248
ENSG00000029153	445.876548383336	-5.22179768279109	0.705709974089551	-7.39935366441125	1.36848935396451e-13	1.31893222469668e-11
ENSG00000033867	5778.0384772902	-2.32759152065371	0.506010685839165	-4.59988610081159	4.2272200799112e-06	9.15597881138213e-05
ENSG00000039139	22.8755886290351	-4.40756411357278	1.14335800731595	-3.85492915199814	0.000115763148577639	0.00150482854272354
ENSG00000039560	21.8738622823389	-5.04207323468359	1.23520828216529	-4.08196197150246	4.46571051647721e-05	0.000678521388921463
ENSG00000041988	1156.83589118948	-1.35196167144016	0.362173288431532	-3.73291381397871	0.000189277374132759	0.00230221835677077
ENSG00000042317	339.086539368318	-1.7984672649603	0.491909701373118	-3.65609228673485	0.000256089193288978	0.00297304403441972
ENSG00000042781	21.8346416335173	-6.99721894707736	2.06664827627359	-3.38578123206053	0.000709759414126002	0.00682441637383962
ENSG00000047634	812.899184024399	-4.72022080433469	1.1599011214651	-4.0695027506935	4.71135834570983e-05	0.000709885335198165
ENSG00000049449	609.706192689731	-1.43958498659735	0.404472829053306	-3.55916364015548	0.000372037679111776	0.00404792900292092
ENSG00000050327	238.406095605219	-4.17454882591342	1.16986614813355	-3.56839868610068	0.000359169686900536	0.00392364578151303
ENSG00000051108	30917.1657740361	-1.42081656693539	0.422807560594277	-3.36043320733992	0.000778203447746533	0.00736940567261368
ENSG00000052749	8548.80496749442	-2.5677305510775	0.579185042101895	-4.43335094041632	9.27796600531392e-06	0.000176954930087299
