baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000419	3699.17587665749	2.54409494490431	0.405361194084863	6.2761186369796	3.47129352607799e-10	1.7163848120888e-09
ENSG00000000457	2643.57064361347	1.49179574915731	0.458116416852694	3.25636823802582	0.00112847293183885	0.00234583097608141
ENSG00000000971	601.531064207958	5.41345553372017	1.55801573162494	3.47458335871499	0.000511647365001061	0.00112273843870351
ENSG00000001497	6018.76679787506	1.24784634003505	0.221009150289059	5.64612975708464	1.64100010337124e-08	6.64174254292426e-08
ENSG00000001630	4471.78388233033	1.21137452111304	0.432776826056387	2.79907436854118	0.0051249332465103	0.00947892463203456
ENSG00000002016	1815.89339977933	1.57062063616111	0.311069062897855	5.04910588513539	4.43882670084378e-07	1.5063291101512e-06
ENSG00000002549	5735.82695477036	2.53062414676724	0.303805746640936	8.32974416958002	8.10172375439525e-17	7.6906053554036e-16
ENSG00000002586	30738.2392044664	4.26675816111571	0.413230800182675	10.3253633544003	5.41135288755225e-25	1.06013903969611e-23
ENSG00000003096	311.202832927963	8.8844731864487	0.925697603762736	9.59759769317266	8.18293570216480e-22	1.23519104123569e-20
ENSG00000003147	968.868780212807	5.70090699575606	0.630215716324158	9.04596132417577	1.48353974666348e-19	1.82404953718105e-18
ENSG00000003393	2598.92472092533	2.37071406562484	0.382567037483512	6.19685919942074	5.76009848356564e-10	2.77120093662168e-09
ENSG00000003400	3287.19091240044	3.43712132724027	0.585352887899727	5.87187899520378	4.30883212913836e-09	1.87784863813671e-08
ENSG00000003436	6003.06855504954	13.7642168811578	0.865181282004417	15.909055324532	5.48346430051964e-57	9.18009467846591e-55
ENSG00000003509	2497.86276320462	1.78896352324533	0.305404241383238	5.85769049945981	4.69348296461737e-09	2.03584890488271e-08
ENSG00000003987	17.3815029470716	8.5282017988808	1.90655698163764	4.47309043528061	7.70971512308886e-06	2.21687748872441e-05
ENSG00000004779	2303.1328876564	2.04430363842398	0.37813504678001	5.40627920059817	6.43474648643197e-08	2.43103460830006e-07
ENSG00000004809	269.140057405693	10.1244778259922	1.8774755949617	5.39260156199192	6.94448246485613e-08	2.60992862522733e-07
ENSG00000004846	16.443762840169	6.60003982226107	2.23592212672508	2.95182007609901	0.00315906947546916	0.00608182338092995
ENSG00000004866	2004.58915162417	2.58990016193295	0.482870362436667	5.36355171782289	8.16012732356337e-08	3.0433382146881e-07
ENSG00000005022	54567.3114939478	4.84762154251681	0.401799511304535	12.0647770993496	1.62100669141982e-33	6.06468733715396e-32
ENSG00000005075	2751.86656970754	1.81817594636574	0.328261913870448	5.53879652052266	3.0455724648338e-08	1.1935993859578e-07
ENSG00000005100	2227.87428636219	2.01236209725375	0.3509838301451	5.73348947848058	9.83851721043399e-09	4.09501718346893e-08
