baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003	16.6776046078558	4.61401338584376	0.978534059799989	4.71523023612163	2.41437582043351e-06	3.06110952368477e-05
ENSG00000001617	34.7956881674997	3.31546050094532	0.720514708114112	4.60151675407608	4.19425412572204e-06	5.04865029759044e-05
ENSG00000003400	3287.19091240044	3.06427406744635	0.4332892921567	7.0721204583522	1.52583874944877e-12	6.37830811898287e-11
ENSG00000004468	12568.2146926711	3.71828826697948	0.605375880598583	6.14211498367412	8.1429875107911e-10	2.2288293854496e-08
ENSG00000005379	4595.49383094514	1.97393043409295	0.590126391538955	3.34492824316034	0.000823038610727835	0.00493764691224571
ENSG00000005421	9.9956347306642	22.0661158384482	2.48897833365107	8.86553150749187	7.61399803641139e-19	6.3972735740754e-17
ENSG00000005471	4938.32880612459	1.65764824460391	0.427314195218855	3.87922578550175	0.000104789455697284	0.000855333169558109
ENSG00000005810	58154.2840191473	1.08044181245004	0.242558009342409	4.4543646090236	8.41420055229932e-06	9.27539288036755e-05
ENSG00000006118	84.8031014196652	3.57423914436682	0.693126763502582	5.15668898183227	2.51354787171411e-07	4.11325547068875e-06
ENSG00000006283	14.691386788806	4.72556802639176	1.0488771633663	4.50535886511761	6.62608667967486e-06	7.57113341314946e-05
ENSG00000006453	684.346680152738	5.3839300069088	0.916244258373653	5.87608594291805	4.20080293099771e-09	1.003439319642e-07
ENSG00000006652	9802.30859602179	1.63190322665616	0.382375801650252	4.26779942562582	1.97410700047363e-05	0.000198208793246128
ENSG00000007237	1175.8300059357	2.90267333464417	0.801214808149762	3.62284034832967	0.000291385683136027	0.00205123860641985
ENSG00000007264	240.366806119967	3.21409044370932	0.961421966624071	3.34305908881535	0.000828602540744899	0.00495725569448901
ENSG00000008083	8240.52805938314	1.33829742736926	0.27902346270914	4.79636161910989	1.61573484799284e-06	2.14179985187623e-05
ENSG00000008086	648.133522733991	2.43803388882506	0.619130670761229	3.93783413415373	8.22203952085184e-05	0.00068671515048539
ENSG00000008256	612.85464576988	4.44735788971594	0.476232490625742	9.33862761835584	9.75908173899799e-21	9.9283959282047e-19
ENSG00000008283	616.514715729756	3.03105437714598	0.788541838838842	3.84387261126096	0.000121107888627919	0.000973474546953023
ENSG00000008311	688.90139973318	5.23405175437541	0.759815628234099	6.88858133457977	5.63515125803082e-12	2.17772161202802e-10
ENSG00000008405	1617.34255474675	2.99819727124776	0.857308698664404	3.49722016808956	0.000470133653605452	0.00308934519147427
ENSG00000010704	168.946357976662	1.55307228303455	0.477804917450815	3.25043176893303	0.00115229915378983	0.00654338537632907
ENSG00000011426	1865.68665131472	2.68764977677142	0.748318493134908	3.59158540304427	0.000328672432731891	0.00226833675683538
ENSG00000013619	37.1999986358287	4.43568421138085	0.609162080019861	7.2816157749613	3.29845400462294e-13	1.50076613042939e-11
ENSG00000015475	2165.09581360274	1.34415368987688	0.359342971183595	3.74058712057047	0.000183590894679275	0.00137676866311882
ENSG00000015568	2917.86577402798	1.33979056393682	0.398906916226772	3.35865463705114	0.000783228859706049	0.00473582849363256
ENSG00000016602	17.1029022326034	8.86991741499473	1.78951712099198	4.95659824147304	7.17381016764309e-07	1.04160021757962e-05
ENSG00000020577	1242.51558158701	5.50408563430547	0.549285816376974	10.0204401246145	1.23949737671691e-23	1.61020243830732e-21
ENSG00000023445	40466.3107650877	1.3679121291569	0.414543173512633	3.29980618801631	0.000967516207341655	0.00564596188997439
ENSG00000025293	12913.8475701242	1.39224924967779	0.210789097474465	6.60493956451636	3.97679543162263e-11	1.35677012624733e-09
ENSG00000026652	1012.18353213053	2.58951635920451	0.790802442077144	3.2745426941308	0.00105833145418502	0.00609379529433228
ENSG00000027697	5893.1194193587	1.96927854219471	0.282296605336172	6.97592002514378	3.03875563023898e-12	1.21896686659088e-10
ENSG00000029153	445.876548383336	4.31331509810553	0.578997670477798	7.44962426972479	9.36064326497337e-14	4.58210270895276e-12
ENSG00000030419	2522.62782637611	2.32790448538848	0.513811121860722	4.53066192292253	5.87991680585694e-06	6.81537645966452e-05
ENSG00000033867	5778.0384772902	2.56929988493258	0.413149510387294	6.21881382002383	5.00927252104808e-10	1.41702838082847e-08
ENSG00000035499	845.274091267088	1.76142023760873	0.441418012394509	3.99036783309715	6.59709031690186e-05	0.000567847407093978
ENSG00000039139	22.8755886290351	3.46055893187794	0.953747075603134	3.62838222040109	0.000285202808974031	0.00201443121620805
ENSG00000039560	21.8738622823389	4.55494358001242	1.02093437603345	4.46154394145231	8.13712562097371e-06	9.00522788250354e-05
ENSG00000042317	339.086539368318	1.85259385352371	0.401201111227844	4.61761894889572	3.88168187688446e-06	4.70932784028913e-05
ENSG00000044524	8.79877414785389	6.42921221837832	1.3534065954084	4.75039226215554	2.0302243881851e-06	2.63741765135922e-05
ENSG00000047365	10901.2903418961	1.66639001768846	0.323484825216591	5.15136998025401	2.58590471976617e-07	4.19507770484256e-06
ENSG00000047634	812.899184024399	6.25122744124864	0.947331095439692	6.59877784160269	4.14560973269215e-11	1.40958652100421e-09
ENSG00000048471	20520.4136926792	1.3373591543008	0.375721023574674	3.55944722383895	0.000371636204761848	0.00251550790621967
ENSG00000049449	609.706192689731	1.53953610568214	0.329988777305616	4.66541958866776	3.07987921372674e-06	3.8160675100086e-05
ENSG00000050327	238.406095605219	5.4518536818873	0.955716734664197	5.70446606630036	1.16708340542386e-08	2.5497677297281e-07
ENSG00000051341	2245.17784537801	1.46627803960271	0.420715185061284	3.48520350980228	0.000491762871227482	0.00320034349490933
ENSG00000052749	8548.80496749442	2.08537590130252	0.4729090129122	4.40967679693957	1.03525010792822e-05	0.00011135862307447
ENSG00000052802	4099.42285746863	1.52892496687006	0.394034008161951	3.88018530177643	0.000104376914451874	0.000852377819759792
ENSG00000053108	13.2153824438948	3.85004699951928	1.03647788089335	3.71454815437151	0.000203567104348201	0.0015038675670308
ENSG00000053702	61.7495704140516	3.09522083103172	0.955444100655677	3.23956244944902	0.00119713248274751	0.00672784471502161
ENSG00000053747	48.1142843417354	6.67204849817837	0.987024493931231	6.75975980251937	1.38220697025874e-11	5.04162231398049e-10
ENSG00000054118	27890.1681865214	1.02638010930472	0.176457475906469	5.81658614367097	6.00615970282261e-09	1.39138580330958e-07
ENSG00000054277	2153.76504084528	1.44852582238833	0.377222481814067	3.83997744626023	0.000123045613818053	0.000985765809373475
ENSG00000054690	88.9200147852313	2.68652794993661	0.536002581821427	5.01215486837272	5.38238565478832e-07	8.05830930301996e-06
